sit	octal	total	clade	geography
1449	777777677421771	2	U	GEO(2)
581	777777677560671	2	T1	NAM(1) USA (1)
453	777777677560771	7	T1	GUF(1) PRT(1) SWE(1) USA (4)
268	777777677720771	5	H3	ESP(1) MTQ(1) PER(2) RUS(1)
1623	777777677760700	2	T1	CHN(1) USA(1)
175	777777677760731	18	T2	ARG(8) FXX(1) HTI(2) ITA(4) PER(1) SUR(1) USA (1)
907	777777677760770	2	T1	USA (2)
291	777777677760771	47	T1	ARG(3) AUS(1) BEL(1) BGD(3) BRA(4) CZE(2) EGY(1) ESP(1) GEO(6) HTI(1) IDN(1) IND(1) ITA(5) MDG(1) NAM(1) NLD(1) PER(1) POL(2) RUS(1) TUR(1) USA (1) VEN(1) VNM(1) ZWE(6)
1192	777777677763771	4	MANU2	GEO(1) IND(1) MDG(1) USA (1)
1194	777777677770771	2	CAS	IND(2)
1193	777777677773771	2	MANU1	IND(2)
749	777777677777771	2	U	IDN(1) JPN(1)
1410	777777700000000	9	U	AUT(1) BGD(1) BRA(3) POL(1) PRT(1) SAU(2)
1736	777777700000371	2	U	ITA(1) USA (1)
1391	777777700003371	14	U	BGD(10) ITA(1) MYS(2) USA(1)
510	777777700003531	2	U	USA (1) USA (1)
1374	777777700003771	3	U	MYS(3)
511	777777700020771	19	H3	CZE(4) DEU(2) FIN(1) FXX(5) POL(3) RUS(1) USA (3)
283	777777704020771	30	H1	ARG(3) AUS(3) AUT(7) CZE(2) FXX(1) LVA(6) NLD(2) SWE(2) USA(4)
739	777777707413771	3	EAI5	NLD(3)
1567	777777707560771	4	T1	AUT(1) BRA(2) FXX(1)
512	777777707720771	8	H3	AUT(1) DEU(1) HUN(1) USA (5)
1890	777777707760731	2	T2	BRA(2)
535	777777707760771	29	T1	BRA(17) CMR(1) FIN(1) GEO(1) GNB(2) MYS(1) PRT(1) RUS(1) USA(3) VEN(1)
1658	777777714020771	2	H1	AUT(1) IDN(1)
1901	777777714413771	2	EAI4_VNM	AUS(1) VNM(1)
779	777777717720771	2	H3	FXX(2)
513	777777717760731	5	T2	CZE(2) ESP(1) GBR(1) USA (1)
771	777777717760771	3	T1	ARG(1) AUT(1) NLD(1)
1289	777777717763771	2	MANU2	RUS(1) SDN(1)
1934	777777724020771	2	H1	ITA(1) NLD(1)
1749	777777734720771	2	H3	DEU(2)
454	777777736760731	4	T2	USA(3) USA (1)
1495	777777737413771	2	EAI5	MYS(1) THA(1)
963	777777737720771	5	H3	CZE(1) ITA(2) NLD(1) USA (1)
1250	777777737740771	2	U	FXX(1) RUS(1)
86	777777737760771	46	T1	AUT(2) ESP(2) FXX(4) GUF(1) ITA(1) ITAS(1) MDG(27) NLD(1) TUR(2) USA(4) VEN(1)
1795	777777740000371	2	U	AUT(1) BEL(1)
946	777777740020771	3	H3	IDN(1) NLD(1) THA(1)
1141	777777741760771	2	T1	AUT(1) USA (1)
1388	777777743413331	3	EAI1_SOM	BGD(2) USA (1)
772	777777743460771	8	LAM10_CAM	FXX(2) ITA(2) NLD(1) SWE(1) USA(2)
839	777777743700171	3	U	CMR(2) FIN(1)
403	777777743760731	17	LAM10_CAM	AUT(1) CMR(12) FXX(1) IND(2) USA (1)
838	777777743760751	6	LAM10_CAM	BEL(1) CMR(4) SDN(1)
61	777777743760771	331	LAM10_CAM	AUT(1) BEL(10) BRB(1) CAF(7) CIV(8) CMR(156) CZE(14) DEU(5) ESP(2) FXX(40) GBR(2) GLP(1) GUF(1) ITA(4) LBY(4) MAR(2) MDG(9) MTQ(1) MYS(1) NLD(5) PRT(1) RUS(1) SAU(1) SEN(7) USA(53) VNM(1)
620	777777744020771	7	H1	AUT(3) BEL(1) FXX(1) USA (1) VNM(1)
1235	777777744720771	2	H3	MEX(1) USA (1)
1390	777777747413371	3	EAI5	BGD(1) DEU(1) USA(1)
43	777777747413771	17	EAI6_BGD1	DEU(3) GBR(3) ITA(1) MYS(1) NLD(3) SWE(2) USA(3) VNM(1)
740	777777747720771	6	H3	AUT(1) DEU(1) GLP(1) NLD(2) PER(1)
370	777777747760471	8	T1	AUT(5) EST(1) SWE(1) USA (1)
1580	777777747760771	3	T1	BRA(1) DEU(1) GEO(1)
1396	777777750002371	5	U	BGD(5)
96	777777750003371	42	EAI7_BGD2	BGD(36) GUF(4) USA (2)
928	777777750060771	10	T5	FIN(8) USA (2)
372	777777752000000	2	U	AUT(2)
1375	777777753413771	3	EAI6_BGD1	AUS(1) MYS(2)
103	777777754020731	3	H1	GLP(3)
883	777777754020771	5	H1	ESP(1) ITA(1) USA (3)
1496	777777756413771	2	EAI6_BGD1	MYS(2)
1403	777777757003371	3	U	BGD(3)
1421	777777757403371	2	U	GBR(1) GEO(1)
1420	777777757410071	5	U	BGD(5)
1417	777777757413071	4	EAI6_BGD1	BGD(4)
1406	777777757413171	2	EAI6_BGD1	BGD(2)
1409	777777757413271	3	EAI6_BGD1	BGD(1) USA (2)
1425	777777757413331	4	EAI6_BGD1	BGD(4)
292	777777757413371	73	EAI6_BGD1	AUS(1) BGD(62) FIN(1) GEO(1) ITAS(1) MYS(3) USA (4)
591	777777757413771	24	EAI6_BGD1	AUT(2) BGD(1) FXX(1) ITA(1) MYS(10) NLD(4) SWE(1) THA(2) USA (2)
1104	777777757660771	2	T5	VEN(2)
741	777777757720771	6	H3	AUT(2) NLD(2) POL(1) USA (1)
231	777777757760700	2	T5	USA (2)
943	777777757760731	8	T2-T4	AUT(1) FXX(1) NZL(2) THA(3) USA(1)
44	777777757760771	112	T5	ARG(3) AUS(1) AUT(28) BEL(1) CMR(1) CZE(8) DEU(2) DNK(1) EGY(1) ESP(1) EST(1) FIN(2) FXX(3) GBR(2) GLP(3) GUF(3) IDN(1) IND(1) ITA(14) ITAS(2) NLD(3) POL(3) PRT(4) USA (15) VEN(4) ZAF(3) ZWE(1)
623	777777757777771	9	U	DEU(1) GUF(1) MYS(2) VNM(5)
786	777777760000000	5	U	AUT(1) CMR(1) FXX(1) NLD(1) SWE(1)
773	777777760000031	5	U	IDN(1) USA (4)
1274	777777760000071	2	U	FIN(1) USA(1)
232	777777760000171	6	U	MEX(1) NLD(1) USA (4)
1236	777777760000611	13	U	MEX(4) USA(9)
948	777777760020611	6	H3	MEX(1) PER(2) USA(3)
791	777777760020771	4	H3	CUB(1) CZE(1) SWE(1) USA(1)
164	777777760060771	24	T1 (H?)	AUT(2) FXX(1) HUN(1) ITA(14) ITAS(1) MDG(1) NLD(1) USA(3)
455	777777760360771	14	T1	HTI(6) USA (8)
97	777777760760771	3	T1	MNG(2) SWE(1)
1397	777777761413700	8	EAI5	BGD(8)
1237	777777763660771	3	T1	USA (3)
315	777777764020731	10	H1	CAF(6) ESP(1) MDG(1) USA(2)
45	777777764020771	63	H1	AUT(18) BRA(6) CZE(1) DEU(4) DNK(2) ESP(1) GBR(1) GLP(5) HTI(1) ITA(3) MDG(1) MNG(1) MTQ(7) MYS(1) NLD(2) PRT(1) RUS(2) USA (6)
1585	777777764120771	2	H3	DEU(1) USA (1)
1404	777777767413731	3	EAI1_SOM	BGD(3)
1177	777777767700000	3	U	EST(3)
631	777777767720771	8	H3	AUT(1) BEL(2) BRA(1) CMR(1) CZE(1) FXX(1) USA (1)
373	777777767760771	16	T1	AUT(3) BEL(1) CZE(3) FIN(1) FXX(1) NLD(1) USA(3) ZAF(3)
46	777777770000000	95	U (likely H)	ARG(5) AUS(1) AUT(6) CMR(1) CZE(13) DEU(2) DNK(1) EGY(1) FIN(9) FXX(5) GLP(1) GUF(1) IDN(10) IND(1) ITA(1) MDG(1) MEX(3) MTQ(4) NLD(1) POL(6) SWE(1) TUR(2) USA(19)
602	777777770000771	48	U	AUT(4) BEL(2) BRA(5) DEU(1) FIN(1) GEO(21) IDN(1) IRN(1) ITA(1) NLD(2) NZL(1) RUS(1) SWE(1) USA(4) USA (1) VNM(1) ZAF(1)
1898	777777770003371	24	EAI7_BGD2	BGD(24)
1462	777777770003771	2	U	GEO(1) VNM(1)
316	777777770020731	26	H3	CAF(13) CIV(1) CMR(5) FXX(2) LBY(1) MDG(1) SDN(1) THA(1) USA (1)
742	777777770020771	18	H3	AUT(2) IDN(2) MYS(3) THA(1) USA (8) VNM(2)
233	777777770060731	9	T2	USA(9)
276	777777770060771	29	T1	AUT(5) CZE(1) FXX(1) IND(2) ITAS(1) NLD(1) POL(1) SWE(1) USA(16)
1897	777777770203371	10	U	BGD(10)
942	777777770760731	3	T2	THA(3)
1891	777777773720771	3	H3	BRA(3)
774	777777773760771	5	T1	CMR(2) IDN(1) RUS(1) USA (1)
1353	777777774000000	4	U	ITA(4)
944	777777774000071	4	U	MTQ(1) MYS(2) THA(1)
1275	777777774000371	10	U	AUT(8) USA(2)
1561	777777774020371	2	U	POL(2)
1807	777777774020571	2	H1	AUT(2)
1552	777777774020631	4	H1	AUT(4)
1205	777777774020671	2	H1	ITAS(1) USA (1)
62	777777774020731	171	H1	ARG(2) AUS(2) AUT(11) BEL(5) CAF(13) CUB(1) CZE(4) DEU(1) DZA(3) ESP(1) FIN(4) FXX(18) GLP(2) GUF(2) HTI(1) HUN(3) ITA(8) LBY(1) MDG(8) MTQ(6)NLD(3) RUS(1) SWE(4) TUR(6) USA(54) VEN(4) ZAF(1) ZWE(2)
1629	777777774020751	3	H1	MUS(1) USA(2)
919	777777774020760	5	H1	CZE(1) FIN(1) POL(2) USA (1)
1822	777777774020770	13	H1	ARG(8) USA(5)
47	777777774020771	721	H1	?(1) ARG(10) ARM(4) AUS(3) AUT(126) AZE(1) BEL(12) BGD(1) BRA(23) CAF(37) CAN(5) CMR(3) CUB(12) CZE(38) DEU(24) DNK(1) ESP(11) EST(4) FIN(29) FXX(33) GBR(5) GLP(3) GNB(8) GUF(3) HTI(4) HUN(1) IND(1) ITA(51) ITAS(7) MAR(3) MDG(9) MEX(10) NLD(36) POL(16) PRT(19) ROM(1) RUS(6) SAU(1) SEN(6) SWE(9) TUR(1) USA(135) VEN(7) ZWE(1)
1484	777777774023771	2	MANU2	CUB(1) RUS(1)
1872	777777774060771	2	T1	USA(1) ZWE(1)
1735	777777774320771	2	H3	ITA(2)
456	777777774413711	3	EAI4_VNM	USA (3)
514	777777774413731	4	EAI4_VNM	USA (4)
139	777777774413771	306	EAI4_VNM	AUS(3) DNK(32) FIN(1) GBR(1) IND(1) NLD(4) NZL(2) SWE(5) USA(76) VNM(181)
1059	777777774417771	3	U	GUF(1) VNM(2)
1085	777777774620731	2	H3	FXX(1) MTQ(1)
165	777777774720731	3	H3	ITA(3)
353	777777774760771	11	T1	AUT(3) GBR(2) NLD(2) USA (4)
1376	777777775413371	2	EAI5	MYS(2)
1497	777777775413671	2	EAI5	MYS(1) THA(1)
1313	777777775413731	2	EAI1_SOM	IND(1) NLD(1)
1558	777777775660771	11	T1	AUT(1) DEU(1) POL(9)
1939	777777775720731	2	H3	USA(2)
121	777777775720771	14	H3	BRA(1) CZE(2) ESP(1) FIN(1) FXX(4) GBR(1) ITA(1) SWE(1) USA(2)
122	777777775760771	13	T1	AUT(1) FXX(6) IND(1) ITAS(1) KEN(1) MYS(1) USA(1) VNM(1)
743	777777776000071	4	U	CZE(1) MYS(2) USA(1)
1498	777777776000371	6	U	MYS(2) USA (4)
374	777777776000771	6	U	AUT(5) FXX(1)
958	777777776013731	4	MANU1	GBR(1) GUF(2) USA (1)
1908	777777776020771	2	H3	BRA(1) USA(1)
1060	777777776160771	2	T1	VNM(2)
123	777777776360771	14	T1	AUT(8) BGD(3) FXX(1) GLP(1) NLD(1)
152	777777776413771	26	EAI5	FXX(1) GUF(1) ITA(1) NLD(2) SWE(1) USA(12) VNM(8)
1382	777777776720671	2	H3	ARM(2)
1238	777777776720771	3	H3	GLP(1) MEX(1) VEN(1)
515	777777776760731	8	T2	ITA(2) NLD(1) SWE(1) USA (4)
1626	777777776760771	3	T1	USA(3)
775	777777777000371	20	U	AUT(4) CZE(8) HUN(1) NLD(1) SWE(1) USA (5)
1188	777777777003771	2	U	THA(2)
337	777777777013731	3	MANU1	FXX(1) KEN(2)
937	777777777013771	3	MANU1	THA(3)
837	777777777020731	2	H3	CMR(1) FXX(1)
1283	777777777020771	3	H3	HTI(1) USA(2)
1239	777777777160031	2	U	MEX(1) USA(1)
166	777777777320571	6	H3	ITA(5) USA (1)
603	777777777320731	4	H3	USA (2) VEN(2)
457	777777777320771	12	H3	ESP(1) FIN(1) HTI(1) ITA(1) USA (8)
317	777777777360731	15	T2	BEL(2) CAF(2) CMR(10) FXX(1)
516	777777777360771	7	T1	DZA(1) FXX(1) IDN(1) ITA(1) RUS(1) USA (2)
1363	777777777400171	3	U	AUT(1) ITA(2)
1186	777777777403671	4	U	NLD(1) THA(3)
1386	777777777403701	3	U	BGD(2) USA (1)
354	777777777403731	6	U	AUS(1) GBR(2) NLD(1) SWE(1) THA(1)
458	777777777403771	17	U	DNK(1) GNB(2) IND(1) THA(8) USA (3) VNM(2)
1393	777777777405700	2	U	BGD(2)
459	777777777410331	6	U	FXX(1) USA(5)
776	777777777410771	4	CAS	IDN(1) MYS(2) USA (1)
744	777777777411731	2	U	NLD(2)
1377	777777777412671	2	EAI5	MYS(1) NLD(1)
962	777777777413031	5	EAI5	MYS(3) USA (2)
934	777777777413071	6	EAI5	FIN(1) SWE(1) THA(2) USA(2)
745	777777777413131	27	EAI1_SOM	IND(1) MYS(26)
1082	777777777413311	2	EAI5	IDN(2)
1183	777777777413331	3	EAI1_SOM	DNK(1) NLD(1) SWE(1)
234	777777777413371	17	EAI5	AUS(1) BGD(3) DNK(1) NLD(1) USA (7) VNM(4)
1392	777777777413431	6	EAI5	BGD(4) MYS(1) USA (1)
235	777777777413531	2	EAI1_SOM	USA (2)
947	777777777413631	5	EAI5	DNK(1) IND(1) MYS(1) THA(1) USA (1)
256	777777777413671	54	EAI5	AUS(1) DNK(1) IDN(2) IND(1) MYS(18) NLD(1) THA(10) USA(20)
138	777777777413700	69	EAI5	BGD(26) DNK(9) FIN(1) GBR(8) GEO(1) GLP(1) IND(2) MYS(1) NLD(7) SUR(1) SWE(1) USA(11)
517	777777777413711	5	EAI5	USA (3) USA (1) VNM(1)
1801	777777777413730	2	EAI1_SOM	FXX(1) USA (1)
48	777777777413731	243	EAI1_SOM	AUS(2) AUT(2) BEL(1) BGD(41) DNK(59) FXX(6) GBR(20) GUF(2) IDN(6) IND(5) ITAS(1) JPN(1) KEN(2) MOZ(4) MYS(9) NLD(44) NOR(9) PAK(1) SAU(1) SWE(10) THA(3) USA(10) VNM(3) ZAF(1)
460	777777777413751	2	EAI5	USA (2)
236	777777777413771	91	EAI5	AUS(5) BEL(1) BGD(6) DNK(4) FXX(1) GBR(3) GEO(2) GNB(1) IDN(1) MYS(7) NLD(3) NOR(1) NZL(2) PAK(1) SEN(1) SWE(2) THA(12) USA(32)VNM(5) ZWE(1)
461	777777777416761	57	U	IND(1) NZL(2) USA (54)
399	777777777420410	2	H4	BRA(2)
817	777777777420731	4	H4	ETH(1) USA (2) ZWE(1)
777	777777777420771	24	H4	ARM(1) BRA(1) FIN(1) GEO(1) KAZ(1) NLD(1) RUS(4) SAU(8) SWE(1) USA(5)
1905	777777777460771	2	T1	ARG(1) BRA(1)
746	777777777520771	11	H3	BEL(2) FXX(1) IDN(1) NLD(1) POL(1) USA (5)
277	777777777560700	4	T1	ITA(2) ITAS(2)
462	777777777560771	23	T1	AUT(1) BRA(2) CMR(1) ETH(1) FIN(2) FXX(1) ITA(3) POL(3) PRT(1) RUS(1) USA (7)
1094	777777777563771	2	MANU2	IND(2)
780	777777777600771	6	U	FXX(5) ZWE(1)
394	777777777620731	2	H3	CUB(1) VNM(1)
390	777777777620771	16	H3	AUT(2) BRA(2) DEU(1) EGY(1) GLP(1) ITA(2) MTQ(3) SWE(1) USA(3)
518	777777777660031	2	U	USA (1) USA (1)
1797	777777777660731	3	T2	BEL(1) FXX(1) ITA(1)
167	777777777660771	30	T1	AUT(4) BEL(1) BRA(1) CUB(1) ESP(4) FIN(2) FXX(1) GBR(1) IDN(1) ITA(1) MNG(1) NLD(3) SDN(1) TUR(1) USA (5) VEN(2)
237	777777777700000	74	U (likely H3)	AUT(10) BEL(2) CMR(5) DEU(8) FIN(1) FXX(2) GBR(1) IDN(5) ITA(5) ITAS(1) MDG(3) POL(6) PRT(1) RUS(7) SWE(2) USA (13) ZAF(2)
836	777777777700131	3	U	CMR(1) ITA(1) USA(1)
238	777777777700171	7	U	FXX(2) USA (5)
124	777777777700771	22	U	AUT(1) BRA(1) DEU(2) FIN(1) FXX(3) LKA(2) NLD(2) RUS(1) USA(9)
1142	777777777720071	6	U	AUT(6)
1529	777777777720171	2	U	AUT(1) ESP(1)
1143	777777777720371	3	U	AUT(1) POL(1) SWE(1)
747	777777777720471	7	H3	BRA(3) NLD(4)
463	777777777720571	10	H3	ARG(2) AUT(1) BRA(2) POL(2) USA (3)
134	777777777720631	10	H3	FXX(2) GUF(1) ITA(5) MTQ(1) SWE(1)
168	777777777720671	16	H3	AUT(1) GEO(1) GLP(1) HTI(4) ITA(1) MYS(1) NLD(4) USA(3)
524	777777777720711	6	H3	AUT(3) ITAS(1) NLD(1) USA (1)
49	777777777720731	102	H3	ARG(5) AUS(1) AUT(7) BEL(1) CAF(3) CHN(1) CMR(5) DEU(1) DZA(1) FIN(23) FXX(7) HUN(4) ITA(5) MEX(1) MTQ(5) MYS(1) NLD(1) PRT(7) SWE(3) USA(19) VEN(1)
1640	777777777720740	2	H3	FXX(1) NLD(1)
293	777777777720751	6	H3	AUS(1) FXX(1) PRT(1) USA (3)
748	777777777720760	2	H3	NLD(2)
615	777777777720770	3	H3	AUT(1) FXX(1) USA(1)
50	777777777720771	1504	H3	ARG(32) ARM(2) AUS(6) AUT(206) BEL(27) BOL(4) BRA(31) CAF(2) CHN(1) CIV(3) CMR(48) COM(1) CUB(22) CZE(83) DEU(49) DNK(2) DZA(9) EAFR(2) ESP(28) EST(2) FIN(28) FXX(67) GBR(7) GEO(2) GLP(17) GNB(8) GUF(58) HTI(37) HUN(17) IDN(8) MYS(7) NLD(34) NZL(2) PAK(1) PER(4) POL(19) PRT(10) REU(1) ROM(1) RUS(10) SDN(3) SEN(3) SWE(17) THA(1) TUR(8) USA (401) VEN(10) VNM(5) ZAF(5)
1634	777777777723771	3	MANU2	IDN(1) USA(1) USA (1)
574	777777777740071	3	U	ESP(1) USA (2)
519	777777777740371	6	U	GBR(1) NAM(2) PRT(1) USA (1) ZAF(1)
1805	777777777740671	3	U	AUT(2) BRA(1)
169	777777777740700	6	U	ITA(5) ITAS(1)
172	777777777740771	32	U	AUT(7) BEL(1) DEU(2) FIN(1) FXX(4) HTI(2) ITA(5) MYS(1) NLD(1) PAK(1) RUS(1) USA (6)
464	777777777747771	3	U	USA (3)
1793	777777777760000	2	U	AUT(1) BEL(1)
956	777777777760011	4	U	BRA(1) USA(3)
239	777777777760031	44	U	BGD(2) BRA(1) MEX(7) USA(31) VEN(3)
787	777777777760071	4	U	AUT(1) FXX(1) MEX(1) USA(1)
1929	777777777760300	2	U	ITA(1) USA (1)
1098	777777777760331	3	U	AUS(1) USA(2)
240	777777777760371	14	U	AUT(1) BRA(5) CUB(1) DEU(2) GUF(1) ITA(1) USA(3)
395	777777777760400	5	T1	ESP(1) USA (4)
241	777777777760411	11	T1	FIN(2) USA(9)
242	777777777760431	5	T1	ARG(1) GUF(1) HTI(2) USA (1)
65	777777777760471	65	T1 (T4-CE1 ancestor?)	AUT(4) BRA(23) CMR(3) CZE(1) DEU(2) DZA(1) ESP(2) FXX(5) GLP(1) GUF(1) HTI(12) ITA(1) KAZ(1) MTQ(1) SWE(1) USA (6)
1544	777777777760531	3	T2	BEL(1) FXX(1) ITA(1)
575	777777777760561	9	T1	IND(1) USA (8)
520	777777777760571	14	T1	AUT(1) BEL(3) CZE(3) DEU(1) FXX(1) MTQ(1) PAK(1) RUS(1) USA (2)
243	777777777760600	16	T1	BEL(3) DNK(1) ITA(1) MYS(5) USA (6)
244	777777777760601	44	T1	ARG(1) BEL(1) BGD(9) BRA(3) FXX(4) GNB(2) HTI(2) IND(1) MDG(1) NLD(1) PRT(16) USA (3)
521	777777777760611	8	T1	ARG(2) AUT(1) BRA(1) GNB(1) USA (1) ZAF(2)
888	777777777760631	5	T1	ESP(1) ITA(1) POL(1) USA (2)
245	777777777760671	11	T1	ARG(1) AUT(1) BRA(1) ESP(1) GNB(1) GUF(1) NLD(1) USA (2) VEN(1) ZWE(1)
51	777777777760700	158	T1	ARG(4) AUS(2) AUT(24) BEL(2) BRA(4) CHN(1) FXX(3) GBR(2) GLP(7) GUF(8) HTI(17) ITA(13) ITAS(2) JPN(1) MDG(1) MEX(2) MYS(19) NLD(1) PRT(5) SWE(1) TUR(1) USA(31) VEN(6) VNM(1)
1926	777777777760701	2	T1	ARG(1) ITA(1)
78	777777777760711	32	T1-T2	AUT(2) CZE(1) ESP(1) FIN(1) GBR(3) GUF(2) IND(3) ITA(1) MDG(13) NLD(1) SAU(2) USA (2)
135	777777777760730	19	T2	AUT(3) DEU(2) EAFR(4) FXX(2) GBR(1) KEN(1) MYS(1) UGA(2) USA (3)
52	777777777760731	393	T2	ARM(10) AUS(2) AUT(23) BDI(1) BEL(23) BGD(1) BRA(1) CAF(10) CAN(4) CHN(2) CIV(1) CMR(24) CUB(1) CZE(17) DEU(7) DNK(6) DZA(2) ESP(2) ETH(1) FIN(4) FXX(40) GBR(7) GLP(1) GUF(1) HTI(2) HUN(6) IDN(2) IND(3) IRN(1) ITA(14) ITAS(3) JPN(4) KEN(4) MDG(7) MEX(4) MTQ(3) MYS(7) NLD(20) NOR(3) NZL(2) PAK(2) POL(6) ROM(1) RUS(5) SAU(1) SWE(13) THA(6) TUR(1) UGA(3) USA(76) VEN(2) ZAF(1)
1583	777777777760740	3	T1	BRA(1) DEU(1) FXX(1)
612	777777777760751	7	T1	ARG(1) FXX(2) GBR(1) USA (3)
628	777777777760760	3	T1	AUT(1) NLD(1) USA (1)
278	777777777760761	5	T1	FIN(1) ITAS(2) SEN(1) USA (1)
522	777777777760770	8	T1	AUT(1) GNB(1) HTI(1) IDN(2) KEN(1) USA (2)
53	777777777760771	2497	T1	ANT(1) ARG(69) ARM(7) AUS(17) AUT(215) AZE(1) BEL(48) BGD(24) BRA(74) BRB(2) CAF(3) CAN(16) CHN(11) CIV(48) CMR(21) COM(1) CUB(23) CZE(30) DEU(55) DNK(41) DZA(4) EAFR(1) EGY(13) ESP(24) EST(9) ETH(37) FIN(49) FXX(150) GBR(58) GEO(12) GLP(25) GNB(8) GUF(49) HTI(27) HUN(8) IDN(16) IND(24) IRN(5) ITA(125) ITAS(13) JPN(6) KAZ(2) KEN(2) LBY(5) LVA(5) MAR(12) MDG(23) MEX(54) MNG(1) MOZ(2) MTQ(15) MWI(12) MYS(14) NAM(7) NLD(84) NOR(4) NZL(14) PAK(4) PER(6) POL(34) PRT(27) REU(1) ROM(1) RUS(26) SAU(4) SDN(1) SEN(21) SUR(2) SWE(30) THA(11) TUR(31) USA(1089) VEN(42) VNM(14) ZAF(14) ZMB(2) ZWE(27)
1196	777777777761771	3	U	IND(2) USA(1)
1690	777777777762771	2	MANU2	BRA(1) USA (1)
54	777777777763771	78	MANU2	ARM(1) AUS(1) BRA(2) CUB(1) EGY(1) FXX(2) GBR(3) GEO(2) GNB(2) IND(18) IRN(1) ITA(1) LVA(1) MDG(3) NLD(2) POL(2) RUS(10) SDN(2) SEN(1) THA(1) USA(18) ZAF(3)
1378	777777777770771	2	CAS	ARM(1) IND(1)
100	777777777773771	39	MANU1	FXX(1) GBR(6) IND(23) MYS(1) THA(1) USA(6) VNM(1)
1907	777777777774771	2	U	BRA(2)
1149	777777777777331	5	U	THA(1) USA (4)
1338	777777777777671	4	U	DNK(1) JPN(1) MTQ(1) SLE(1)
246	777777777777731	13	U	MYS(2) NLD(2) THA(1) USA (8)
523	777777777777771	19	U	AUT(1) BEL(1) FXX(1) GLP(1) IDN(1) JPN(1) MYS(3) THA(2) USA (4) VNM(2) ZAF(2)
